question,credit_card,loan,general
 Bạn có thể vay tiền cho một chụp hình mới của bạn?,0,0,1
 Vay thế chấp sạp chợ có ưu đãi khuyến mại nào cho khách hàng mới?,0,1,0
 VPBank Loyalty có chính sách tăng số điểm thêm cho việc gửi tiền qua đối tác ngoại hối không?,0,0,1
" Khi trao cho thẻ tín dụng cho một khách hàng do nữ làm chủ, thì ngân hàng có bộ sưu tập quy định gì cho việc điều kiện thẻ?",0,0,1
" Dạn gần, có khách hàng có thể trả tiền lãi suất thẻ tín dụng hằng tháng với hoạt động thông thường của mình?",0,0,1
" Để có được một vay xưởng nhà, điều kiện nào phải được đáp ứng?",0,0,1
 Điều kiện mở tài khoản vay tốt nhất của loại vay nào?,0,0,1
 Dịch vụ quảng cáo thông tin giá cả ngân hàng điện tử thuộc về nào?,0,1,0
 Cách nhanh nhất để liên hệ với trung tâm hỗ trợ trực tuyến của ngân hàng?,1,1,0
 Tôi muốn mở một dòng sản phẩm nào để kinh doanh doanh nghiệp do nữ làm chủ?,1,0,0
 Ngân hàng có thể cho tốn phí tìm kiếm một dịch vụ kiểm đếm tốt nhất cho doanh nghiệp không?,0,1,0
 Có thể vay bằng thẻ tín dụng trong nước hoặc quốc tế không?,1,0,0
 Hơn 50% thẻ ghi nợ tốn phí bao nhiêu cho việc thanh toán hóa đơn khách hàng thông qua thẻ?,0,0,1
 Điều kiện cho được mở dòng lộc thịnh vượng (super thịnh vượng) là gì?,1,0,0
" Để được cho vay, hạn mức đạt xemark tối thiểu bao nhiêu?",0,0,1
" Khi sử dụng thẻ tín dụng, tôi có thể hoạt động trên dịch vụ ngân hàng trực tuyến không?",0,0,1
" Khi sử dụng thẻ ghi nợ, khách hàng phải trả phí nào mỗi tháng?",0,0,1
 Tại sao khách hàng nên sử dụng thẻ tín dụng hơn việc mở vay trung hạn?,1,0,0
" Khi tôi gửi tiết kiệm trên thẻ, điều kiện để kiểm soát số dư bằng trên trang web hay trên thẻ nào tốt hơn?",1,1,0
 Tôi có thể mở vay thế chấp để mở thẻ tín dụng không?,0,0,1
" Nếu mình vay thế chấp mua điện thoại và mới khởi tạo doanh nghiệp, có thể tín dụng từ vay này để thanh toán cho công việc không?",0,0,1
 Tìm hiểu xem ngân hàng có cung cấp những dịch vụ khám sức khỏe nào cho khách hàng không?,0,0,1
 Có thể mở vay tín dụng để mua xe máy tại ngoại địa?,0,0,1
 Tại sao nên chọn tài trợ nhà phân phối đại lý của ngân hàng?,0,1,0
 Có thể dùng thẻ tín dụng vay cùng lúc?,1,0,0
 Phí tạm thời cho gói sản phẩm tài khoản thanh toán AutoLink là bao nhiêu?,0,0,1
 Điều kiện để được sử dụng tiết kiệm Thịnh Vượng linh hoạt là gì?,0,1,0
 Hỗ trợ nào tốt nhất cho việc chuyển tiền quốc tế trực tuyến?,1,0,0
 Giải thích quy định về phí ưu đãi cho khách hàng vay vốn?,0,1,0
 Có phải tất cả các dịch vụ tài khoản của ngân hàng đều hỗ trợ chuyển tiền trong nước không?,1,0,0
 Có thể mở vay thế chấp sạp chợ và mở thẻ tín dụng cùng lúc?,1,0,0
 Làm thế nào để kiểm tra trạng thái đánh giá tín dụng của tài khoản gói vay của mình?,0,0,1
" Nếu tôi mượn quá sức mạnh, có thể được nhận hỗ trợ gì từ ngân hàng?",0,0,1
 Vay nhà có áp dụng lãi suất khác với vay xe hương?,0,0,1
Tôi có thể đăng kí cho một thẻ ghi nợ và một vay thế chấp cùng lúc không?,1,0,0
Điều kiện để được nhanh tốt nhất cho việc đặt yêu cầu giao dịch qua email?,0,0,1
Có một sách nghịch đối cho ngân hàng về dịch vụ truyền thông về dịch vụ cho khách hàng?,0,0,1
"Khi mở thẻ ghi nợ, bạn có thể chọn một lãi suất cố định hoặc sử dụng lãi suất theo thị trấn?",0,1,0
Làm thế nào để giảm chi phí truyền thông cho thẻ tín dụng?,0,0,1
 Dịch vụ cho phép bạn thực hiện giao dịch qua thẻ giảm giá giúp bạn tiết kiệm bao nhiêu tiền?,0,0,1
 Làm sao để mở một khoản vay xuất khẩu nhanh nhất?,0,0,1
 Tôi có thể mở khoản vay góp ưu đãi với tính năng cho phép lên hạn trước?,0,0,1
 Bạn có thể hỏi VPBank qua Email về yêu cầu giao dịch tài chính nào?,0,0,1
 Thẻ ghi nợ nội địa có quy định gì cho việc hoán đổi?,0,1,0
" Trong việc lựa chọn một ngân hàng, tôi cần biết các dịch vụ chung họ cung cấp, được liệu họ có đủ?",1,1,0
 Giá thẻ vay vốn có bao nhiêu loại?,0,0,1
 Hãy giúp tôi biết phí dùng dịch vụ giao dịch qua email được tính bao nhiêu?,0,0,1
 Tôi có thể có được giải pháp hoán đổi ngoại tệ trực tuyến và vay tín chấp cùng lúc không?,1,0,0
 Ngân hàng có cung cấp chương trình tài trợ nhà phân phối đại lý nào?,0,0,1
 Điều kiện để nhận được giao dịch bảo hiểm thực hiện hợp đồng bằng chất lượng tốt?,0,1,0
 Bảo lãnh đối ứng có giúp cho người dùng vay tiếp sức chủ sạp không?,0,1,0
 Vay tín chấp có phí khác ngoài lãi suất không?,0,0,1
 Đang có khoản vay để mua xe máy cho một người không phải là tài khoản chủ?,0,0,1
 Điều kiện để mở dịch vụ tài trợ XNK trong ngân hàng?,0,0,1
 Có thể mua một chiếc xe với chứng nhận L/C nhập khẩu?,0,1,0
 Làm thế nào để biết L/C của mình được phát hành?,0,0,1
 Vì sao nên mua bảo lãnh như thế nào cho một hợp đồng dự thầu?,0,1,0
 Bảo lãnh nào hỗ trợ giao dịch quốc tế tốt nhất?,1,1,0
 Được khuyến mại nào cho mình nếu mở thẻ tín dụng và tích lũy điểm?,0,0,1
 An ninh bảo mật cho dịch vụ vay vốn bằng internet như thế nào?,0,1,0
 Tại sao việc sử dụng chúng tôi ứng dụng điện thoại để thanh toán hóa đơn online tăng lên?,0,0,1
 Tại sao dịch vụ giao dịch online qua email không phổ biến hơn?,0,0,1
" Thông qua tính năng xem thống kê chi tiêt giao dịch qua ứng dụng, khách hàng có thể tìm thấy gì?",1,1,0
" Bằng việc mở thẻ vay gian hạng, tôi có được nhận được vay không?",0,0,1
 Điều kiện mở thẻ vay trong ngân hàng bạn là gì?,0,0,1
 Tôi có thể được nhận vay không khi tồn tại những lỗi trên tài khoản thẻ?,0,0,1
 Ngân hàng có chính sách cho phép gộp nhiều lần vay với lãi suất đầu tiên không?,0,0,1
" Bằng việc mở thẻ tín dụng, tôi có được vay tiền không?",0,0,1
" Tình hình vay tín chấp đang bao gồm rất nhiều loại, có thể hỏi tình hình vay tín chấp ưu đãi để chiến thùng giáo dục bạn hay không?",0,1,0
 Có thể mở tài khoản thanh toán qua ứng dụng ngân hàng không?,0,0,1
 Nếu mình quên mật khẩu đang sử dụng ứng dụng ngân hàng NEO thì các biết phải làm gì?,0,0,1
" Vay tín chấp mang lại nhiều lợi ích cho khách hàng, trong đó có vay siêu tốc được chia sẻ không?",0,1,0
 Tôi muốn biết liệu có thể mua được chuyên môn tài chính để được giúp lập kế hoạch tài chính?,0,1,0
 Có những tài khoản thanh toán có thể giúp tìm kiếm và quảng cáo giảm giá một cách hiệu quả hơn không?,0,0,1
 Liệu tôi có thể lập hộp tiết kiệm tự động vào thẻ tín dụng?,0,0,1
 Có thể mở 1 vay siêu tốc và 1 vay dự án trọn gói cùng lúc không?,0,0,1
Bạn có thể cho ta biết các loại vay đặc biệt cho doanh nghiệp một cách thông dụng hơn?,1,0,0
"Đối với việc mở thẻ để nhận hàng, có nên lựa chọn thẻ tín dụng hoặc thẻ thu nhập?",1,0,0
Doanh nghiệp có thể chuyển tiền trực tiếp qua hệ thống ngân hàng chứng nhận như thế nào?,0,0,1
Hợp đồng mua bán ngoại tệ hoán đổi có được giao trực tuyến không?,0,1,0
Vay nhớ gia hạn là bao nhiêu tháng?,0,0,1
Tôi có thể gửi tiền sang tài khoản của mình qua ứng dụng điện thoại không?,0,0,1
Có thể đăng ký vay thế chấp qua ứng dụng điện thoại không?,0,0,1
Tôi có thể gửi tiền sang tài khoản khác trực tiếp qua ứng dụng điện thoại không?,0,0,1
Có thể mở thẻ trực tuyến và gửi tiền sang thẻ của mình qua ứng dụng điện thoại không?,0,0,1
 Tôi có thể mở thẻ quốc tế và vay vốn cùng lúc ở VPBank?,1,0,0
 Chịu phí gì để sử dụng thẻ tín dụng để mua sắm trên internet?,0,0,1
" Nếu tôi quá hạn sử dụng thẻ tín dụng và có giữ một lượng gửi tiết kiệm, có sẽ bị trừ phí gì?",0,0,1
 Có thể mở vay nhân dân để trả lương cho nhân viên của mình ở VPBank không?,0,0,1
 Vay vốn tốt nhất cho người mới đi làm là gì?,0,0,1
 Tạm dừng dịch vụ gửi tiền qua ứng dụng Ngân Hàng như thế nào?,0,0,1
 Vay tín dụng có đối số lãi suất cố định không?,0,0,1
 Ngân Hàng đang có khuyến mại nào cho dịch vụ vay thế chấp?,0,0,1
 Dịch vụ tín dụng số hoạt động như thế nào?,0,0,1
" Nếu tôi mở 2 thẻ tín dụng, có thể có quyền lãi ưu đãi gì hơn không?",0,0,1
 Thông tin bảo mật về phản hồi khi quên mật khẩu đăng nhập ứng dụng vay tín chấp?,0,1,0
 Trong tình huống một người có thể mở hai thẻ ghi nợ không? Hãy xác định cho từng ngân hàng.,1,0,0
" Khi tôi có sách bảo hiểm yêu cầu phải có ""Danh sách giá trị bảo hiểm"", được gọi là gì trong thường hầu?",0,1,0
" Trong quá trình khảo sát, mình có thể biết xem có một chế độ bảo hộ bảo hiểm cho việc mất thẻ tín dụng của tôi không?",0,0,1
 Dại quá gần đây có một gói dịch vụ ngân hàng gì mà tôi có thể hợp tác để tiết kiệm chi phí cho việc đảm bảo bảo mật thông tin cá nhân?,0,0,1
" Nếu tôi muốn biết trữ lại bột ngọt bộ để làm cho bánh ưng đất trên thẻ tín dụng của mình, tôi phải làm thế nào?",0,0,1
"Nếu tôi sử dụng thẻ, sẽ có phí để rút tiền không?",0,0,1
"Ngoài ra việc sử dụng thẻ ghi nợ, có bất kỳ dịch vụ khác mà tôi có thể yêu cầu ưu đãi?",0,0,1
Tôi có thể thanh toán tiền dịch vụ khách hàng qua thẻ tín dụng không?,0,0,1
"Nếu tôi lãnh đạo một doanh nghiệp và muốn mở tài khoản cho doanh nghiệp, tôi phải tìm kiếm một tài trợ dự án trọn gói không?",0,0,1
" Khi mình muốn quét mã QR để nhận hàng nhanh, hãy tìm thấy dịch vụ gì trên ứng dụng VPBank?",1,0,0
" Nếu tôi có một vay động sản và muốn thay đổi lãi suất, hãy giải thích xu hướng nào tốt nhất?",0,0,1
" Khi tôi muốn mua sắm, có thể sử dụng thẻ tín dụng để trả góp thay vì sử dụng tiền mặt để mua sắm bao nhiêu tuần?",0,0,1
 Có thể sử dụng thẻ tín dụng để mua trái tim hay thăm dưỡng?,0,0,1
Tại sao khi mở khoản vay nhiều nhất thì chi phí lãi suất trung bình hơn?,0,0,1
Tôi có thể hủy thẻ tín dụng đi không?,0,0,1
Chấp nhận bảo hiểm cho khoản vay trung và dài hạn của VPBank sao?,0,0,1
Tại sao khi mình đặt yêu cầu hủy khoản vay thì lại có phải trả khoản vay đi?,0,0,1
Bằng việc gửi tiền điện tử có thể hấp dẫn VPBank tăng được tính điểm điểm tích lũy cho tài khoản ghiép?,0,0,1
 Tôi có thể mở khoản vay để mua một ô tô mới không?,0,0,1
 Có bao nhiêu số thẻ tín dụng một khách hàng có thể mở?,0,0,1
" Liên quan đến dịch vụ vay tiền, tôi có thể trả về tiền nhanh hơn thời hạn gốc lần nào?",0,0,1
 Số phí lãi thuê cho việc sử dụng dịch vụ Internet Banking là bao nhiêu?,0,1,0
" Nếu tôi mở khoản vay lần đầu, tôi có thể yêu cầu thay đổi số tiền vay sau đó?",0,0,1
 Vay nhanh tín chấp được dùng để mua sắm trên mạng bán hàng sao?,0,0,1
 Thẻ tín dụng có thể sử dụng cho việc điều chế bảo hiểm cho xe máy không?,0,0,1
 Dịch vụ bảo lãnh nào tốt nhất cho khách hàng yêu cầu hơi hấp dẫn hơn?,1,1,0
 Phải chịu phí gì khi muốn hủy bỏ thẻ tín dụng?,0,0,1
 Ngân hàng có một giao dịch quốc tế nhanh nhất được gợi ý không?,1,1,0
 Dịch vụ đổi tiền ngoại tệ hưu ích không? Chứng nhậ,0,0,1
 Dịch vụ giải phóng băng keo nào tốt nhất cho quá trình vay tiếp sức chủ sạp?,0,1,0
 Có thể nhanh chóng kiểm tra trạng thái vay hợp vốn trên điện thoại không?,0,0,1
 Điều kiện để trả lại tiết kiệm trước là gì?,0,1,0
 Điều kiện để mở tài khoản vay online là gì?,0,0,1
 Tìm kiếm thẻ có một mức lượng đực tiêm nhỏ hơn bình quân để trải qua quá trình kiểm tra nhất?,0,0,1
Tìm hiểu xem tại sao Thẻ tín dụng VPBank Super Shopee Platinum là một loại thẻ tín dụng được đông đảo khách hàng yên tâm?,0,0,1
Ngân hàng nào có chính sách vay xuống của trung bình hơn?,0,0,1
"Khi mở thẻ tín dụng, tôi có nhu cầu gửi tiết kiệm để có hơn lãi không?",0,0,1
Cách nhận biết một dịch vụ tài khoản ngân hàng điện tử tốt không?,1,1,0
Có thể mở Thẻ ghi nợ nội địa không đồng thời gửi tiết kiệm?,1,0,0
" Tôi muốn hỏi về các chương trình hấp dẫn cho khách hàng mới đăng ký một tài khoản ngân hàng. Tạm biệt, có gì cho phép tôi biết?",1,0,0
 Tại sao lãi suất vay tín dụng thường lên hơn vay trả nợ trước hạn?,0,1,0
" Khi mua hàng online, đôi khi gặp phải giao dịch đã thành công, nhưng đơn hàng chưa đến, tại sao?",1,0,0
 Tôi muốn mở thẻ gì để có thể vay tiền?,0,0,1
 Bạn có thể giúp tôi hiểu thêm về quy định về giao dịch trái phiếu?,0,1,0
 Vay trọng tài có quy định về suất lãi không?,0,0,1
 Tại sao mình phải thanh toán thêm tiền phí để mở thẻ?,0,0,1
 Ngân hàng có gói dịch vụ nào đối với sinh viên?,0,0,1
" Trước khi mở một tài khoản số đẹp, tôi cần biết gì?",1,0,0
 Liệu có thể đạt được giảm lãi suất vay khi hoạt động giao dịch quá trong một số tháng liên tiếp?,0,0,1
 Làm sao để xác minh một vay tín chấp hợp lệ?,0,0,1
 Sản phẩm nào cho phép khách hàng chuyển tiền giữa hội nhà tốt nhất?,1,0,0
 Vấn đề gì mô tả về việc mở vay thế chấp để xây dựng một công trình xây dựng?,0,0,1
 Điều kiện để được hỗ trợ qua dịch vụ bảo lãnh dự thầu bao nhiêu tiền?,0,0,1
 Tôi muốn biết có được giảm lãi suất cho số giro nếu mở thẻ tín dụng đồng thời?,0,0,1
 Có thể mở vay xác minh và mở thẻ tín dụng cùng lúc không?,1,0,0
 Tôi muốn biết có được nhận hồ sơ tài khoản online để thực hiện giao dịch trực tuyến?,1,0,0
 Có thể giao dịch bảo hiểm online không?,0,0,1
 Tôi muốn biết lịch giao dịch để gửi tiết kiệm vào kho thế hệ được liệu gì?,0,1,0
Tôi có thể vay và dùng thẻ giao dịch cùng lúc?,1,0,0
Dịch vụ tài trợ dự án trọn gói liên quan đến việc mở thẻ tín dụng không?,0,0,1
Khi tôi không thể trả lũy khoản vay được thế nào?,0,0,1
Vay tiếp sức chủ sạp có lãi suất không cố định?,0,0,1
Ngân hàng có mở thẻ tín dụng cho người mới đến Việt Nam không?,0,0,1
Vay siêu tốc có thể sử dụng cho việc mở thị trường nhà phân phối đại lý không?,0,0,1
 Tôi có thể sử dụng Thẻ tín dụng VPBank Super Shopee Platinum và Thẻ đa năng 2 trong 1 VPBank Flex Mastercard gần nhất trong một thời gian động để làm gì?,0,0,1
 Điều kiện để nhận được dịch vụ chuyển tiền liên ngân hàng qua Internet Banking là gì?,0,0,1
 Tối ưu hóa trải nghiệm tài chính của bạn bằng loại gì đó trong Chương Trình Tài Trợ của VPBank?,1,1,0
 Phí cho việc sử dụng Thẻ đa năng 2 trong 1 VPBank Flex Mastercard là bao nhiêu bình quân?,0,0,1
 Tại sao việc mở vay tín chấp có đúng lình với việc mở thẻ tín dụng?,1,0,0
 Có thể vay tiền đến khoảng 1 triệu đồng trong một tháng không?,0,0,1
 Vay vốn theo dự án nào có thể có lãi suất tốt nhất?,0,0,1
 Số tài khoản tiết kiệm cũng như số vai trò giao dịch của tôi có tạo điều kiện cho việc mở tài khoản thanh toán không?,1,0,0
 Tôi có thể mở một thẻ tín dụng và gửi tiết kiệm trực tuyến cùng lúc không?,0,0,1
" Nếu tôi không thể trả lại tiền theo hợp đồng, đã có sẵn các điều kiện gì để ngân hàng cho phép mình chèn khoản vay thế chấp?",0,0,1
 Ngân hàng có phát hành gì cho khách hàng đang quảng cáo kinh doanh?,1,0,0
" Tại sao lần đầu tiên mỗi tháng, tôi không nhận được thông tin giao dịch trên ứng dụng của mình?",1,1,0
" Bằng một cách đơn giản nhất, tại sao tôi nên chọn vay tiêu dùng hơn vay xây dựng?",0,1,0
" Khi không có tiền bạc, tôi có thể gửi quảng cáo qua thẻ tín dụng vì thế mới có thể mua được món ngon không?",0,0,1
 Phương thức gửi tiền mới đã ra đời như ngân hàng chuyển khoản SMS và giới thiệu cho chúng tôi?,1,1,0
 Tôi có thể vay tiền bằng chất mượn không?,0,0,1
 Dịch vụ nào cho phép khách hàng thông qua quy trình vay nhanh nhất?,0,0,1
 Thẻ nào có khoản lãi gia tăng nhanh nhất?,0,0,1
 Làm thế nào để hủy lưu trữ thẻ tín dụng mà không được đổi tiền?,0,0,1
 Tôi có thể hủy quyền dùng một số dịch vụ của ngân hàng không?,0,0,1
 Có tốt hơn một số dịch vụ ngân hàng cho một gia đình lớn không?,0,1,0
 Tôi có thể mở tài khoản ngân hàng và mở thẻ tín dụng cùng lúc?,0,0,1
 Điều kiện để mở tài khoản ngân hàng là gì?,0,1,0
 Ngân hàng có đảm bảo mình sẽ không có vấn đề về an toàn khi sử dụng dịch vụ và các thẻ của họ?,0,0,1
 Thẻ tín dụng nào có giáo dục chu khoáo hình thức lập hoá hồng tốt nhất?,0,0,1
 Có thể mở thẻ nhiều hơn một lần trên một tài khoản?,0,0,1
 Có thể tôi mở vay thế chấp ngay lập tức với hồ sơ đăng ký một thẻ tín dụng?,0,0,1
 Dịch vụ nào tốt nhất cho khách hàng muốn kiểm soát chất lượng và thống kê chi tiêu?,0,0,1
 Tình hình liên doanh giữa các ngân hàng và công ty cung cấp dịch vụ xác nhận L/C thực tế là gì?,0,1,0
 Tình hình thị trường liên quan đến việc vay trung và dài hạn trước và sau Covid-19 là gì?,0,1,0
 Lợi ích của việc giữ thẻ tín dụng có giá trị bao nhiêu?,0,0,1
 Có có quy định về số lượng thẻ tín dụng một khách hàng có thể mở?,0,0,1
 Có thể điều chỉnh lãi suất trên một khoản vay tín chấp đang đang hoạt động?,0,0,1
 Điều kiện tốt nhất để nhận được ưu đãi tài trợ vốn lưu động ngắn hạn của ngân hàng?,0,0,1
 Phí quy đổi thẻ tín dụng trên thị trường ngân hàng Việt Nam bao nhiêu?,0,0,1
" Tôi muốn biết cách để thanh toán vay qua điện thoại, không?",0,0,1
 Điều kiện cho được sử dụng dịch vụ cho vay qua điện thoại là gì?,0,1,0
 Có thể mở vay ngay bằng điện thoại không?,0,0,1
" Hình thức thanh toán vay qua điện thoại, có tín dụng hay thế chấp?",0,1,0
 Vay vốn qua điện thoại có bao nhiêu lãi suất cao nhất?,0,0,1
" Điều kiện cho được giải phóng tài khoản thẻ vay qua điện thoại, không?",0,0,1
 Làm sao để kết nối với hình thức dịch vụ quảng cáo tốt nhất của VPBank?,0,0,1
 Đang có khuyến mại giảm phí hoặc lãi suất cho vay vốn tại VPBank hiện nay không?,0,0,1
" Ngoài việc mở thẻ tín dụng, có gì khác tại VPBank mà tôi có thể áp dụng để trải nghiệm sản phẩm tin tưởng hơn?",1,1,0
 Bạn có thể hướng dẫn tôi qua các bước đăng ký tài khoản thanh toán trực tuyến VPBank online?,0,0,1
 Có thể tôi có sử dụng thẻ tín dụng và vay cùng lúc?,1,0,0
 Điều kiện để được mở khoản vay gì?,0,0,1
 Ngân hàng có thể tạo cho một thẻ vay nhanh từ nhiều loại thẻ gì?,1,0,0
 Có thể tôi vay bằng tiền bán dẫn từ một thẻ vay nào?,0,0,1
 Có thể chuyển khoản từ một thẻ tín dụng sang một khoản tiết kiệm cùng ngan hàng không?,0,0,1
 Thẻ tín dụng có phượng pháp chi phương giác nào để giảm chi phí?,0,0,1
 Tại sao lại lần nào để đặt một giảm giá mới cho thẻ tín dụng?,0,0,1
 Tôi có thể dùng thẻ tín dụng để thanh toán cho lòng ghế xe máy được không?,0,0,1
 Thông tin về quy định và điều kiện cấp được vay giúp gì cho khách hàng?,0,1,0
 Có thể mua sách thịnh vấn tín dụng qua website của ngân hàng không?,0,0,1
 Khách hàng có thể kiểm tra lại giao dịch mình đã thực hiện trên thẻ và tài khoản bằng cách thăng ký đăng nhập gì?,1,0,0
" Với các sản phẩm tín dụng tại ngân hàng, có khả nghịch cho mình vay nhỏ cho mình trong một thời gian ngắn không?",0,0,1
 Chúng ta có thể tự điều chỉnh giá trị giám sát tài khoản trên VPBank NEO không?,0,0,1
 Tôi có thể đăng ký cho vay nhanh hơn với bảng giá lãi suất hàng tháng cao hơn?,0,1,0
" Tôi muốn biết thông tin để đăng ký một tài khoản thanh toán tại ngân hàng, sao là điều gì?",0,0,1
 Tôi có thể trả lại số tiền gửi qua vay tín chấp không?,0,0,1
 Vay nhỏ sẽ được đưa vào khảo sát tính tưởng tượng bạn không?,0,0,1
 Chúng ta có thể hoạt động với số tiền trong vay đa năng tương tự như sử dụng tiền mặt không?,0,0,1
 Vay thế chấp có tốn phí lãi gì cho khách hàng?,0,0,1
 Điều kiện để sử dụng vay thế chấp lần đầu tiên là gì?,0,0,1
 Doanh nghiệp siêu nhỏ có thể mượn vay như thế nào để mua xe hơi cho hoạt động kinh doanh?,0,0,1
" Nếu mình muốn mở một sản phẩm thẻ tín dụng, tại sao nên chọn VPBank Prime 5in1 hơn hẳn những sản phẩm khác?",0,0,1
" Khi mở một thẻ tín dụng, có thể hạn mức trả phí tháng thứ nhất không được quá mức nào?",0,0,1
" Nếu mình chưa có Tài khoản số đẹp tại VPBank, có thể mở một tài khoản mới online không?",0,0,1
 Ngân hàng có dịch vụ gửi tiền điện tử cho khách hàng trong nước hay không?,0,0,1
 Lãi suất thay đổi nhanh như thế nào cho vay nhưng phải trả nó gần đây hơn?,0,1,0
" Nếu tôi để quên mật khẩu vay, thì sẽ xảy ra gì?",0,0,1
 Sản phẩm nào của ngân hàng hỗ trợ chủ động tích lũy như thế nào?,0,0,1
" Để được vay bằng thẻ gì, tôi cần có bảo hiểm nào?",1,0,0
" Nếu tôi muốn vay để mua một xe, tại sao tôi cần một thẻ tín dụng?",1,0,0
" Tôi đang muốn mở một tài khoản thanh toán, tuy nhiên, tôi có thể mở nhiều tài khoản cùng lúc không?",0,0,1
 VPBank có chính sách giảm phí hoặc ưu đãi cho khách hàng nếu họ muốn lắp đặt thêm một số dịch vụ đối xứng?,0,1,0
 Tôi có thể mở một thẻ tín dụng với lãi suất thấp nhất nhưng lại không cần giảm giá trị tài sản?,0,0,1
 Tôi muốn biết phí ưu đãi hấp dẫn cho khách hàng mới có được thúc đẩn mở thẻ tín dụng tại VPBank?,0,0,1
" Sử dụng dịch vụ gửi tiết kiệm, tôi có thể gửi tiền cho bánh xè ngang hàng tuần?",0,0,1
" Dành cho khách hàng yêu nhỏ, ngân hàng có gói tiền lưu động tốt nhất cho trẻ mông?",1,0,0
 Có điều kiện để đăng ký và sử dụng dịch vụ thẻ tín dụng cho doanh nghiệp do nữ làm chủ của VPBank?,0,0,1
 Tôi có thể lấy ra bản sao của thẻ ghi nợ mình đang sử dụng?,0,0,1
 Bộ phận hỗ trợ gì để giải quyết vấn đề vay lương cho mình?,0,0,1
 Liệu VPBank có cung cấp gói hỗ trợ vay dự án trọn gói cho khách hàng mới?,0,0,1
 Phí chăm sóc thẻ ghi nợ nội địa bao nhiêu tiền trong tháng này?,0,0,1
" Tôi cần một thẻ tín dụng mở tốt cho việc giao dịch qua internet, tuyệt vời không?",0,0,1
 Tôi muốn biết các loại thẻ tín dụng có sẵn tại ngân hàng này?,0,0,1
" Đối với một loạt trọng tài quan hệ, có thể sử dụng thẻ tín dụng cho việc thanh toán phí bảo lãnh nào?",0,0,1
" Tôi muốn biết các lựa chọn hợp lựa để trả vay tín dụng, có được không?",1,0,0
" Thông thường, lãi suất cho vay dự án tài chính bao nhiêu percent?",0,1,0
 Điều kiện sử dụng thẻ tín dụng đối với người vâng ngốc là gì?,1,0,0
Tôi có thể nhận ưu đãi khuyến mại khi mở tài khoản ngân hàng online không?,0,0,1
Ngân hàng có phát hành thẻ đứng thường nào?,0,0,1
Có một số dịch vụ tối ưu cho người vay nhưng không có tài sản đảm bảo không?,0,0,1
"Nếu lãi suất vay quá cao, tôi có thể thay đổi lãi suất mình chịu?",0,0,1
Dịch vụ bán trao gió tại ngân hàng nào tốt nhất?,0,1,0
Dễ dàng không gian nào để đăng ký mở thẻ tín dụng?,0,0,1
" Tôi muốn xem tờ rời chứng nhận cho một vay, có thể làm theo thực tế trực tuyến?",0,0,1
" Khi không có thẻ, có thể tạo chế độ giảm giá cho việc được tính năng vay vốn trực tuyến ngân hàng?",0,0,1
" Ngoài trung thu, có nơi bán vay thế chấp được ưu đãi lãi suất hơn?",0,1,0
" Tôi muốn biết thông tin về chính sách giảm giá vay vốn của một ngân hàng, để xem có đáp ứng nhu cầu không?",0,0,1
 Tại sao lại phải cho vay một cách tự động trong khi có gói tiết kiệm có thể dễ dàng tạo lịch tiền?,0,1,0
 Tạm ngưng dịch vụ gửi tiền tiện ích của ngân hàng khi vay lên bao nhiêu tiền?,0,0,1
 Có thể mở tài khoản thanh toán cùng mở thẻ tín dụng không?,0,0,1
 Lãi suất khảo sát tài chính bao nhiêu điều kiện phải hợp lệ?,0,1,0
 Điều kiện mở tài khoản thanh toán ngân hàng cần nhận gì từ khách hàng?,0,0,1
 Tôi có thể mở một vay nhanh và một thẻ tín dụng cùng lúc không?,1,0,0
 Điều kiện để mở khoản vay tiêu dùng như thế nào?,0,1,0
 Phương thức đăng ký một khoản vay trước hạn ở VPBank?,0,1,0
 Ngân hàng có thể cho phép khách hàng trả lương vay nhanh qua ứng dụng?,0,0,1
 Điều kiện cho phép mở thẻ Diamond World?,0,0,1
" Đối với gói Tài khoản số đẹp VPBank Prime 5in1, có được tính phí không được tính theo lượng giao dịch mỗi tháng hay được miễn phí giao dịch?",0,0,1
" Nếu muốn trả góp thế chấp vay trong thời gian ngắn, hãy hỏi trước đây loại vay nào phù hợp nhất?",0,1,0
 Có thể sử dụng giải pháp dành riêng cho doanh nghiệp do nữ làm chủ để chuyển tiền quốc tế không?,0,1,0
" Nếu tôi có thể mua thẻ tín dụng và vay gửi tiết kiệm cùng lúc, thì phí gì đãi nhất?",1,0,0
" Nếu mình mở vay gửi tiết kiệm, mình có thể nộp thanh toán theo tháng một lần không?",0,0,1
 Vay Nhập Khẩu có tạo ra giám sát tiện ích cho tài khoản không?,0,1,0
 Cho vay trung hạn có tốn phí để chuyển tiền đến một ngân hàng khác không?,0,0,1
 Ngân hàng nào có chính sách quảng cáo nhà đất như thế nào cho khách hàng?,0,1,0
" Nếu tôi mở thẻ tín dụng và vay cùng lúc, thì sẽ có kịp để quản lý họ?",1,0,0
" Tôi muốn mở thẻ tiếp sức chủ sạp, phải hội đồng xác nhận gì?",0,0,1
" Đến năm nay, có tạo ra sản phẩm nào giúp khách hàng nâng cao trải nghiệm sử dụng tài khoản điện tử?",1,0,0
 Vay siêu tốc có thể trả cho một ngày gốc lệ phải không?,0,0,1
 Có thể mở nhiều vay trực tuyến cùng lúc?,0,0,1
